Name,Address,Municipality,Categories,Cuisine_Type,Rating,Rating_Band,Latitude,Longitude,Is_Halal,Is_Vegetarian,Is_Vegan,Has_Parking,Is_Family_Friendly,Is_Romantic,Has_Scenic_View,Has_Outdoor,Has_Wifi,Dominant_Topic,Topic_Label,Topic_1_Pct,Topic_2_Pct,Topic_3_Pct
3R Char Kuey Teow,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.82971029999999,102.552315,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Zani Burger,,Mukimkampung,Hamburger Restaurant,Western,5.0,Excellent (≥4.5★),5.80817559999999,102.5706154,No,Yes,No,No,No,No,No,No,No,1,Overall Dining Experience,52.44,24.63,21.36
Mie Ikan Bakar Jeti,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.83214619999999,102.5578479,No,No,No,No,Yes,No,Yes,No,No,1,Overall Dining Experience,63.53,22.52,7.89
Demong Cafe,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.8078747,102.586074799999,No,No,No,No,No,No,Yes,No,No,6,Seafood & Local Snacks,80.51,10.96,4.37
Ayunie Nasi Kukus Ayam Berempah,,Kampung Alor Pisang,Family Restaurant,Family,3.0,Good (≥3.0★),5.8297542,102.5488664,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,77.14,9.68,4.02
Kedai Depe Rumoh,,Besut,Dessert Shop,Cafe,5.0,Excellent (≥4.5★),5.8321853,102.5521588,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,64.11,21.72,8.84
Kfc Petron Kg Raja,,Kampung Mas Sekupang,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.80100829999999,102.5676917,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,76.51,10.99,4.56
Kedai Makan Masakan Panas(Lampu),,Kampung Gong Bayor,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.7547485,102.568868,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Edy Kafe,,Kampung Sentosa,Restaurant,Other,3.0,Good (≥3.0★),5.8163766,102.5709991,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,66.21,23.61,6.88
Anggun Bestari Boutique Cafe,,Jln Tok Saboh,Restaurant,Other,5.0,Excellent (≥4.5★),5.8241483,102.5263373,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
My Rasa Cafe,,Besut,Restaurant,Other,4.0,Very Good (≥4.0★),5.8329585,102.557833399999,No,No,No,No,No,No,No,No,No,3,Location & Ambiance,63.08,24.11,4.11
Abe Yiee Nasi Kukus,,Kampung Alor Pisang,Restaurant,Other,5.0,Excellent (≥4.5★),5.8322202,102.537725799999,No,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,48.65,47.78,1.4
The Barat Restoran,,Kuala Terengganu,Restaurant,Other,3.0,Good (≥3.0★),5.90020549999999,102.7392005,No,Yes,No,No,Yes,Yes,Yes,Yes,No,5,Western & Fusion Food,65.36,27.54,4.93
Tasty Bowl 2,,Besut,Restaurant,Other,1.0,Below Average (<3.0★),5.8300459,102.5510235,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,81.22,15.4,1.23
Cendol Durian Ketagih,,Kampung Gertak Seratus,Restaurant,Other,5.0,Excellent (≥4.5★),5.8340777,102.541254,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,56.27,23.91,16.71
Sate Awe Lembey,,Besut,Satay Restaurant,Malay,5.0,Excellent (≥4.5★),5.8280122,102.5538059,Yes,No,No,No,No,No,No,No,No,1,Overall Dining Experience,83.02,4.44,3.74
Selera Kotaputra,,Besut,Restaurant,Other,4.0,Very Good (≥4.0★),5.7964473,102.564099399999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Restoran Warisan Tok Ayah Seafood,,Besut,Restaurant,Other,1.0,Below Average (<3.0★),5.8246116,102.570236299999,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,72.01,18.74,4.41
Keropok Lekor J91,,Kampung Pachakan,Restaurant,Other,4.0,Very Good (≥4.0★),5.8405156,102.532346499999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,74.51,17.4,4.32
Sri Tanjung Restaurant,,Pulau Perhentian Besar,Restaurant,Other,5.0,Excellent (≥4.5★),5.90212709999999,102.7396265,No,No,No,No,No,No,Yes,No,No,5,Western & Fusion Food,70.4,17.61,7.67
Nasken Coffee Kampung Raja,,Besut,Restaurant,Other,4.0,Very Good (≥4.0★),5.78227789999999,102.555022799999,No,No,No,Yes,No,No,Yes,No,No,1,Overall Dining Experience,70.14,18.1,6.72
Nasi Kerabu Golok Kg Raja,,Besut,Breakfast Restaurant,Cafe,5.0,Excellent (≥4.5★),5.7972202,102.5638925,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,62.69,35.89,0.49
Ombak Cafe,,Malaysia,Restaurant,Other,4.0,Very Good (≥4.0★),5.91492629999999,102.7168384,No,Yes,Yes,No,No,No,Yes,Yes,No,1,Overall Dining Experience,59.74,22.51,11.8
Bayu Restaurant,,Besut,Restaurant,Other,1.0,Below Average (<3.0★),5.8948117,102.7228576,No,Yes,Yes,No,No,No,No,No,No,1,Overall Dining Experience,71.68,20.79,2.78
You&Me Thai Street And Western,,"154, Jl. Besar",Restaurant,Other,4.0,Very Good (≥4.0★),5.73619719999999,102.5036306,No,Yes,No,Yes,Yes,No,No,Yes,No,4,Malay Review Sentiment,68.19,18.58,6.42
Warung Nasi Kerabu Nasi Lemak Sara,,Kampung Lampu,Restaurant,Other,3.0,Good (≥3.0★),5.8228047,102.551387699999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,58.78,25.24,8.98
D'Hatimu Coffee,,Alor Lintang Ii,Restaurant,Other,5.0,Excellent (≥4.5★),5.775147,102.5501693,No,No,No,Yes,Yes,No,Yes,No,No,5,Western & Fusion Food,74.14,16.08,5.97
Ohlala Divers,,Perhentian Kecil,Restaurant,Other,5.0,Excellent (≥4.5★),5.92143229999999,102.7232492,No,No,No,No,Yes,Yes,Yes,Yes,Yes,1,Overall Dining Experience,62.3,24.25,9.47
Pak Awie'S Nasi Air,,Besut,Restaurant,Other,2.0,Below Average (<3.0★),5.825469,102.5698826,No,No,No,Yes,Yes,Yes,Yes,No,No,1,Overall Dining Experience,54.95,29.86,11.3
Din Satay,,Kampung Pengkalan Nyireh,Restaurant,Other,4.0,Very Good (≥4.0★),5.8078274,102.5706419,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,71.59,8.55,7.08
Restoran Kerabat Raja Ikan Bakar,,Kampung Gong Kepas,Restaurant,Other,5.0,Excellent (≥4.5★),5.7819762,102.5548166,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,58.6,36.95,1.55
Kilang Keropok Ikan Natrah,,Kampung Pachakan,Fish & Chips Restaurant,Western,3.0,Good (≥3.0★),5.8425182,102.535454399999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,71.67,17.12,3.76
Warung Klasik Je (Roti Tempayan),,Besut,Restaurant,Other,4.0,Very Good (≥4.0★),5.7954593,102.5659031,No,No,No,No,No,No,Yes,No,No,5,Western & Fusion Food,66.04,21.37,4.04
Mama Cafe,,Kampung Pengkalan Nyireh,Breakfast Restaurant,Cafe,5.0,Excellent (≥4.5★),5.80089329999999,102.5755329,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,62.21,30.94,2.12
Gerai Kaktie Nasi Kueh Pagi,,Kampung Alor Pisang,Restaurant,Other,5.0,Excellent (≥4.5★),5.8251322,102.5526027,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,74.93,14.27,6.77
Temu Primula Hotel,,Besut,Restaurant,Other,1.0,Below Average (<3.0★),5.82684869999999,102.567353799999,No,No,No,No,Yes,No,Yes,Yes,No,1,Overall Dining Experience,76.35,16.84,4.04
Madi Ikan Bakar & Masakan Panas,,Madi Ikan Bakar,Restaurant,Other,5.0,Excellent (≥4.5★),5.81797999999999,102.5492641,No,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,67.16,22.94,3.12
Nasi Dagang Nasi Minyak Roti Canai Besut(Restoran Mak Su Yah),,Besut,Rice Restaurant,Malay,5.0,Excellent (≥4.5★),5.7936687,102.5673934,Yes,No,No,No,No,No,No,No,No,3,Location & Ambiance,72.94,9.96,7.87
Anjung Selera Cafe,,Besut,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.829355,102.5515267,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
3 Fish Restaurant,,Pulau Perhentian Besar,Restaurant,Other,5.0,Excellent (≥4.5★),5.8305362,102.5570693,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Sate Songkok,,Besut,Satay Restaurant,Malay,5.0,Excellent (≥4.5★),5.8291201,102.5525917,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Ruzie Ayam Proses,,Besut,Chicken Shop,Other,5.0,Excellent (≥4.5★),5.8214438,102.5674781,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Penang Ori Cafe Char Koay Teow,,Besut,Restaurant,Other,4.0,Very Good (≥4.0★),5.8121535,102.573929999999,No,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,70.3,19.23,5.04
Zanna Keropok Lekor D7,,Besut,Restaurant,Other,1.0,Below Average (<3.0★),5.8290694,102.5534797,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,84.52,4.44,3.18
Wan Tomyam,,Besut,Asian Restaurant,Asian,1.0,Below Average (<3.0★),5.8405894,102.5328735,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,86.45,7.8,1.77
Abe Pastry Mek Bungo Cafe,,Besut,Bakery,Cafe,5.0,Excellent (≥4.5★),5.8014988,102.595106199999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Bomb Burger,,Besut,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.8049025,102.570814099999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
D Bulatan Lampu,,Kampung Pulau Salim,Hawker Stall,Malay,5.0,Excellent (≥4.5★),5.80630669999999,102.545379799999,Yes,No,No,No,No,No,No,No,No,2,Traditional Malay Food,71.6,12.56,8.23
Nasi Berlauk Malam Kg. Nail,,Kampung Nail,Restaurant,Other,5.0,Excellent (≥4.5★),5.8265212,102.5529265,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,68.11,22.9,5.07
Kedai Monggeng Taman Sri Intan,,Besut,Restaurant,Other,3.0,Good (≥3.0★),5.832101,102.5368573,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Anjung Selera Kota Putera,,Besut,Breakfast Restaurant,Cafe,5.0,Excellent (≥4.5★),5.7929452,102.5620517,No,No,No,Yes,No,No,Yes,No,No,3,Location & Ambiance,80.56,15.27,1.3
Kedai Makan Pak Yub,,Besut,Restaurant,Other,1.0,Below Average (<3.0★),5.8340685,102.5411745,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Dataran,,Besut,Tourist Attraction,Other,3.0,Good (≥3.0★),5.8329148,102.558090499999,No,No,No,Yes,No,No,Yes,No,No,3,Location & Ambiance,67.14,20.04,6.84
Lekorr Kita,,Kampung Air Tawar,Fast Food Restaurant,Fast Food,2.0,Below Average (<3.0★),5.82033919999999,102.5686534,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,52.66,39.75,2.62
"Berdekatan Stesen Minyak Bhp, Sempadan Terengganu - Kelantan",,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.8385126,102.534995,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Medan Ikan Bakar Check Pah,,Besut,Restaurant,Other,3.0,Good (≥3.0★),5.8301687,102.5626164,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,88.98,3.31,2.36
Kak Ani Ayam Bakar,,Kampung Pengkalan Nyireh,Breakfast Restaurant,Cafe,3.0,Good (≥3.0★),5.8126435,102.5727052,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,62.37,26.63,4.49
Dapur'S Abi Andak,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.7975658,102.560599299999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kedai Nasi Ayam Corner Lot Goreng,,Kampung Gertak Seratus,Restaurant,Other,1.0,Below Average (<3.0★),5.8327817,102.5430635,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,91.91,2.32,1.66
Kak Da Lampu Hijau,,Besut,Thai Restaurant,Thai,5.0,Excellent (≥4.5★),5.8307008,102.539159,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Selera Ikan Bakar,,Kampung Alor Pisang,Restaurant,Other,5.0,Excellent (≥4.5★),5.8215439,102.550477399999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Pisang Goreng Mok Yoh,,Belakang Balai Polis,Restaurant,Other,3.0,Good (≥3.0★),5.79431539999999,102.565567199999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,48.24,37.18,7.78
The Pickers Cafe,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.8321135,102.536870999999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
La Wood Cafe,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.8312079,102.556854,No,No,No,No,Yes,No,No,No,Yes,1,Overall Dining Experience,66.15,24.31,5.78
Bonsai Thai Food Restaurant,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.8300288,102.5469761,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,73.89,14.78,6.05
Amr Nasi Kandar Melayu,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.7948696,102.5614803,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,72.12,22.6,1.82
Long Beach Cafe Espresso,,Pulau Perhentian Kecil,Coffee Shop,Cafe,3.0,Good (≥3.0★),5.9180394,102.7218786,No,No,No,No,No,No,Yes,No,Yes,1,Overall Dining Experience,65.03,23.29,8.24
Kedai Burger Sep Kito,,Besut,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.8351092,102.5478057,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Tidak Lagi Beroperasi.,,Besut,Restaurant,Other,5.0,Excellent (≥4.5★),5.797553,102.5656138,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,67.17,26.77,1.87
Elycermat Corner,,Kampung Gong Kepas,Restaurant,Other,5.0,Excellent (≥4.5★),5.7831494,102.5549691,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Warung Kak Ani Nasi Ayam Bakar,,Kampung Gertak Seratus,Restaurant,Other,4.0,Very Good (≥4.0★),5.8340058,102.541585599999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,50.4,35.07,11.77
Restoran The Dapo,,Jalan Bunga Raya 4,Western Restaurant,Western,3.0,Good (≥3.0★),4.7442066,103.4169969,No,No,No,No,No,Yes,Yes,No,No,1,Overall Dining Experience,62.38,24.31,8.57
4Fingers Crispy Chicken,,Jalan Yahya Ahmad,Restaurant,Other,5.0,Excellent (≥4.5★),4.7581155,103.4177988,No,Yes,No,No,No,No,No,No,No,1,Overall Dining Experience,71.75,18.47,4.67
D'Arianna Restoran,,Taman Pantai Sura,Restaurant,Other,4.0,Very Good (≥4.0★),4.7421045,103.427177199999,No,No,No,Yes,Yes,No,Yes,No,No,6,Seafood & Local Snacks,62.69,26.18,7.76
Manis Cafe,,Sura Hujung,Restaurant,Other,5.0,Excellent (≥4.5★),4.7213163,103.4241825,No,No,No,Yes,Yes,No,No,No,No,1,Overall Dining Experience,56.84,28.43,10.42
Uncle Chua Signatures,,Dungun,Restaurant,Other,5.0,Excellent (≥4.5★),4.75615709999999,103.4194213,Yes,Yes,No,Yes,No,No,Yes,Yes,No,5,Western & Fusion Food,59.42,26.91,10.04
Pattaya One Restaurant,,Taman Jaya,Family Restaurant,Family,3.0,Good (≥3.0★),4.72885879999999,103.4219182,No,No,No,No,No,No,No,No,No,6,Seafood & Local Snacks,81.35,10.78,3.8
Restaurant C.B.Wee,,Dungun,Chinese Restaurant,Chinese,2.0,Below Average (<3.0★),4.8091848,103.4146026,Yes,No,No,Yes,Yes,No,Yes,No,No,1,Overall Dining Experience,66.83,20.75,10.49
Mak Wan Mee Sup Melayu Champa,,Dungun,Restaurant,Other,4.0,Very Good (≥4.0★),4.7254384,103.414838899999,No,No,No,Yes,No,No,No,No,No,5,Western & Fusion Food,58.28,24.14,10.39
Martion Western Food,,Jalan Pantai Sura,Western Restaurant,Western,2.0,Below Average (<3.0★),4.730874,103.431627999999,No,No,No,No,Yes,No,Yes,Yes,No,5,Western & Fusion Food,73.24,20.7,3.19
Kakilima.My,,Pt15817 Â€¢ Pt15818 Â€¢ Pt15819 Â€¢ Pt15820 Gf,Restaurant,Other,4.0,Very Good (≥4.0★),4.7540099,103.4198814,No,No,No,No,No,Yes,Yes,No,No,5,Western & Fusion Food,57.72,24.42,12.24
Hbo Pink House,,Kampung Sura Jeti,Restaurant,Other,5.0,Excellent (≥4.5★),4.7488635,103.4247072,No,No,No,Yes,No,No,Yes,No,No,6,Seafood & Local Snacks,62.58,27.45,5.27
Aroma Kitchen,,Kampung Sura Selatan,Western Restaurant,Western,5.0,Excellent (≥4.5★),4.7205246,103.436180799999,No,Yes,No,No,Yes,No,Yes,No,No,5,Western & Fusion Food,75.99,15.18,5.61
Maro Western Bukit Chatak,,Kampung Kubang Miang,Western Restaurant,Western,5.0,Excellent (≥4.5★),4.7656,103.4065,No,No,No,No,No,No,No,Yes,No,4,Malay Review Sentiment,75.51,15.87,5.06
Nelayan Restoran Pulau Serai (Misi Azlina),,Kampung Pulau Serai,Bar,Other,5.0,Excellent (≥4.5★),4.8085868,103.4241407,No,No,No,No,Yes,Yes,Yes,No,No,5,Western & Fusion Food,56.23,21.13,14.32
Ketapang Restaurant,,Kampung Pak Sabah,Restaurant,Other,5.0,Excellent (≥4.5★),4.7555116,103.411486299999,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,75.15,14.39,3.17
Famous Fried Chicken,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),4.7548809,103.4192886,No,No,No,Yes,Yes,No,Yes,No,No,1,Overall Dining Experience,74.11,15.05,6.2
Singgang Ulam Budu,,Dungun,Malaysian Restaurant,Malay,3.0,Good (≥3.0★),4.73281399999999,103.430872,Yes,No,No,No,Yes,Yes,Yes,No,No,5,Western & Fusion Food,55.56,29.33,11.34
Skymaze Pizza,,Hujung,Western Restaurant,Western,5.0,Excellent (≥4.5★),4.7209688,103.4360612,No,No,No,No,Yes,No,Yes,Yes,No,5,Western & Fusion Food,69.9,19.5,7.84
Daebak Chickeng,,Jalan Sura Gate,Restaurant,Other,4.0,Very Good (≥4.0★),4.7540445,103.4200012,No,No,No,No,No,No,No,No,No,5,Western & Fusion Food,71.8,20.25,2.51
Rezto Cafe,,Dungun,Restaurant,Other,1.0,Below Average (<3.0★),4.7540673,103.414955499999,No,No,No,No,Yes,Yes,Yes,No,No,1,Overall Dining Experience,68.37,22.73,3.78
Pine Beach Cafe/Restaurant,,Dungun,Western Restaurant,Western,5.0,Excellent (≥4.5★),4.7614051,103.4187681,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,79.23,12.18,2.62
Hana Burger,,Jalan Yahya Ahmad,Hamburger Restaurant,Western,4.0,Very Good (≥4.0★),4.7540755,103.4160309,No,No,No,No,No,No,No,No,No,5,Western & Fusion Food,59.9,27.13,6.06
Tuah Kopi,,Tanah Lot,Cafe,Cafe,5.0,Excellent (≥4.5★),4.7734334,103.4186886,No,No,No,Yes,Yes,No,Yes,Yes,No,6,Seafood & Local Snacks,69.37,19.96,4.06
Ban Yeow Seafood Restaurant,,"Batu, 49, Jalan Paka",Seafood Restaurant,Seafood,5.0,Excellent (≥4.5★),4.7413463,103.4183963,No,No,No,Yes,Yes,Yes,Yes,No,No,1,Overall Dining Experience,67.34,23.31,7.9
Azie Cafe,,Dungun,Restaurant,Other,3.0,Good (≥3.0★),4.75447439999999,103.4143247,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,79.18,12.92,2.42
Bakatawa,,Kampung Sura Gate,Family Restaurant,Family,5.0,Excellent (≥4.5★),4.74962229999999,103.4244835,No,No,No,No,No,No,Yes,Yes,No,4,Malay Review Sentiment,59.75,29.32,5.12
Di Atas Sungei,,Jalan,Restaurant,Other,5.0,Excellent (≥4.5★),4.8120113,103.4231428,No,Yes,No,No,No,No,No,Yes,No,1,Overall Dining Experience,57.12,28.17,11.55
Restaurant Tanjung Jara,,Dungun,Malaysian Restaurant,Malay,2.0,Below Average (<3.0★),4.8110092,103.4152189,Yes,No,No,No,No,No,No,No,No,1,Overall Dining Experience,72.72,14.68,6.32
Teratai Terrace,,Dungun,Restaurant,Other,4.0,Very Good (≥4.0★),4.8111222,103.4234323,No,No,No,No,No,No,No,Yes,No,3,Location & Ambiance,63.57,23.9,3.91
Era Cafe,,"Batu 48, Jalan Besar",Malaysian Restaurant,Malay,4.0,Very Good (≥4.0★),4.7460495,103.4155455,Yes,No,No,Yes,Yes,No,No,Yes,No,2,Traditional Malay Food,57.52,28.95,7.46
Yuan Jie Restaurant (Tian Xiang),,Dungun,Restaurant,Other,4.0,Very Good (≥4.0★),4.77691739999999,103.4243884,No,No,No,No,Yes,No,No,No,No,6,Seafood & Local Snacks,62.68,26.08,7.51
Maya La Cottage,,Kampung Teluk Lipat,Store,Other,5.0,Excellent (≥4.5★),4.76187799999999,103.418759,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,76.56,6.97,4.89
Secret Recipe,,Kampung Sura Gate,Restaurant,Other,4.0,Very Good (≥4.0★),4.755987,103.4191997,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,71.13,20.03,3.94
Azuwa Caf,,Taman Raya,Restaurant,Other,5.0,Excellent (≥4.5★),4.7507436,103.4150923,No,No,No,Yes,No,No,No,No,No,5,Western & Fusion Food,77.01,12.36,3.4
Kedai Roti Canai Kadir,,Kampung Pak Sabah,Restaurant,Other,3.0,Good (≥3.0★),4.7556654,103.408648,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,72.04,16.14,7.27
Laila Tomyam Maju,,Kampung Sura Jeti,Restaurant,Other,4.0,Very Good (≥4.0★),4.7467381,103.4253597,No,No,No,No,Yes,No,Yes,No,No,6,Seafood & Local Snacks,79.08,16.47,1.47
Nasi Kerabu Sebenar,,Dungun,Family Restaurant,Family,5.0,Excellent (≥4.5★),4.7612725,103.4216435,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,62.7,25.48,7.59
No.6 Foodcourt Suragate,,Kuala Terengganu,Restaurant,Other,2.0,Below Average (<3.0★),4.7589841,103.4173805,No,No,No,Yes,No,No,No,No,No,3,Location & Ambiance,65.96,24.82,2.71
Keropok Cap Bot Nelayan,,Taman Sufa,Restaurant,Other,4.0,Very Good (≥4.0★),4.7553776,103.4164734,No,No,No,Yes,Yes,No,No,Yes,No,6,Seafood & Local Snacks,61.13,25.72,8.52
Restoran Santong,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),4.7129414,103.410390999999,No,No,No,No,Yes,No,No,No,No,6,Seafood & Local Snacks,72.47,18.35,3.96
Restoran & Katering Kusyam Nasi Kukus,,Dungun,Restaurant,Other,5.0,Excellent (≥4.5★),4.7519034,103.4154094,No,No,No,No,No,No,No,No,No,3,Location & Ambiance,66.19,19.64,7.89
Satay Dato Keramat,,Taman Sura Jati,Restaurant,Other,4.0,Very Good (≥4.0★),4.7438714,103.4265362,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,49.13,30.39,7.69
Restoran Buluh Perindu,,Taman Raya,Restaurant,Other,5.0,Excellent (≥4.5★),4.7503293,103.414825999999,No,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,62.51,24.18,9.58
Orange & Black Cafe - Shell Out Viral,,Kampung Pak Sabah,Restaurant,Other,5.0,Excellent (≥4.5★),4.7560343,103.4103482,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,70.87,17.11,6.15
Restoran Mateen,,Jalan,Restaurant,Other,5.0,Excellent (≥4.5★),4.75440789999999,103.419387399999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Pok Din Kopi Power,,Dungun,Restaurant,Other,5.0,Excellent (≥4.5★),4.7497,103.405914299999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,66.34,23.8,3.2
Wann Seafood,,Jalan Baru Pak Sabah,Family Restaurant,Family,5.0,Excellent (≥4.5★),4.7556117,103.410367,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,42.16,37.43,14.66
Chillaxgate Restaurant,,Dungun,Restaurant,Other,4.0,Very Good (≥4.0★),4.75531179999999,103.418917999999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,54.78,30.62,4.79
Restoran Putera Duyong,,Dungun,Restaurant,Other,5.0,Excellent (≥4.5★),4.7789595,103.426716599999,No,Yes,No,No,Yes,Yes,Yes,No,No,6,Seafood & Local Snacks,54.66,30.39,11.56
Restaurant Lian Fong Yuen,,Dungun,Restaurant,Other,3.0,Good (≥3.0★),4.7777557,103.424292499999,No,No,No,Yes,No,Yes,No,No,No,6,Seafood & Local Snacks,70.98,18.98,5.11
Cozy Cafe,,Kuala Terengganu,Restaurant,Other,2.0,Below Average (<3.0★),4.7563265,103.422888,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,55.46,22.57,12.68
Roti Canai Sedak Molek,,Kampung Sura Gate,Breakfast Restaurant,Cafe,3.0,Good (≥3.0★),4.7552933,103.4164093,No,No,No,No,No,No,No,Yes,No,4,Malay Review Sentiment,65.52,22.73,5.45
Din Maju Streetfood,,Kampung Sura Jeti,Family Restaurant,Family,5.0,Excellent (≥4.5★),4.7509665,103.422038399999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,92.76,4.75,0.86
Subway,,Jalan Sura Gate,Sandwich Shop,Western,1.0,Below Average (<3.0★),4.75645449999999,103.418848,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,62.91,19.74,9.92
Medan Ikan Bakar Seri Warisan,,"171, Jalan Pasar",Restaurant,Other,4.0,Very Good (≥4.0★),4.7788205,103.426670899999,No,Yes,No,Yes,Yes,No,Yes,Yes,No,1,Overall Dining Experience,50.74,29.63,10.79
